site,depth,fraction.name,fraction.code,pct.n.pre.ashing,pct.c.pre.ashing,pct.n.post.ashing,pct.c.post.ashing,pct.mass.loss,c.in.org.fract,org.c.in.t.frac,n.in.org.fract,org.n.in.t.frac,species,mean.c.pre,mean.n.pre,mean.c.post,mean.n.post,mean.pct.mass.loss,fraction.id,c.in.org.fraction.bulk,org.c.in.total.bulk,n.in.org.fraction.bulk,org.n.in.total.bulk,sample,soil.start.wt,weight.g,orgc.weight,totwt,pct.c.cont.by.fraction
159L,1,POM,pom,1.82,26.6,0,0.27,52.22,50.69129452,26.470994,3.485254692,1.82,fraxinus,6.461354086,0.558150377,0.485144641,0.003050639,13.38971451,fraction.pom,45.11798159,6.041168927,4.148768142,0.55550821,9A,11.045,0.393,0.104031006,0.659042246,15.78518024
159L,2,Silt + Clay,sc,0.22,3.01,0.01574571,0.774895867,6.970268571,32.84115142,2.289116456,2.946110414,0.205351808,fraxinus,3.02432303,0.208177883,0.804736649,0.002891539,6.352632073,fraction.sc,35.74437042,2.270708339,3.234407888,0.205470033,9B,10.247,7.876,0.180290812,0.180290812,100
159N,1,Silt + Clay,sc,0.460781728,5.712352463,0.003283926,0.411847517,13.70808679,39.07884042,5.356961361,3.340713934,0.457947965,acer,5.70823253,0.41054125,0.633078636,0.003583632,10.56338028,fraction.sc,48.67786884,5.142028398,3.85611575,0.407336171,22A,10.271,7.443,0.398718634,0.622378189,64.0637222
159N,1,Sand + Agg,sa,0.189236388,3.287136174,0.003456246,0.540793351,6.910569106,40.28198949,2.783714721,2.691804183,0.186018988,acer,5.70823253,0.41054125,0.633078636,0.003583632,10.56338028,fraction.sa,48.67786884,5.142028398,3.85611575,0.407336171,22A,10.271,2.378,0.066196736,0.622378189,10.6360951
159N,1,POM,pom,1.472652099,27.16791893,0.004430164,0.041446706,53.77906977,50.48202208,27.14876188,2.734529329,1.470604436,acer,5.70823253,0.41054125,0.633078636,0.003583632,10.56338028,fraction.pom,48.67786884,5.142028398,3.85611575,0.407336171,22A,10.271,0.58,0.157462819,0.622378189,25.30018269
159N,2,Silt + Clay,sc,0.213589319,3.174379184,0.003953456,0.733836917,8.273381295,30.23256519,2.501255393,2.537813017,0.209962947,acer,3.014129037,0.188687191,0.951453127,0.016968389,6.951871658,fraction.sc,30.62225275,2.12881971,2.48707731,0.172898423,22B,10.196,7.91,0.197849302,0.253321091,78.10218287
159N,2,Sand + Agg,sa,0.07751187,1.721463705,0.00357772,0.526338853,3.392857143,35.75107133,1.212982777,2.182689509,0.074055537,acer,3.014129037,0.188687191,0.951453127,0.016968389,6.951871658,fraction.sa,30.62225275,2.12881971,2.48707731,0.172898423,22B,10.196,2.291,0.027789435,0.253321091,10.97004412
159N,2,POM,pom,1.698874426,29.51228636,0.005484916,0.159533628,60.52631579,48.65538597,29.44931256,2.803258889,1.696709328,acer,3.014129037,0.188687191,0.951453127,0.016968389,6.951871658,fraction.pom,30.62225275,2.12881971,2.48707731,0.172898423,22B,10.196,0.094,0.027682354,0.253321091,10.92777301
159P,1,Silt + Clay,sc,0.580704973,7.694960411,0.004467083,0.12709857,18.45238095,41.14002726,7.591314553,3.127304681,0.577062173,picea_ab,5.233023882,0.381645279,0.477616704,0.004192253,17.6056338,fraction.sc,27.48832948,4.839494626,2.148125441,0.378191099,27A,10.298,6.714,0.509680859,0.93101344,54.74473701
159P,1,Sand + Agg,sa,0.278244842,4.772180652,0.002768583,0.347574368,9.819639279,45.40631999,4.458736833,2.808128853,0.275748124,picea_ab,5.233023882,0.381645279,0.477616704,0.004192253,17.6056338,fraction.sa,27.48832948,4.839494626,2.148125441,0.378191099,27A,10.298,2.342,0.104423617,0.93101344,11.21612344
159P,1,POM,pom,1.334926968,26.46973378,0.003304776,0.033852497,51.06761566,51.80028205,26.45316895,2.610871577,1.333309862,picea_ab,5.233023882,0.381645279,0.477616704,0.004192253,17.6056338,fraction.pom,27.48832948,4.839494626,2.148125441,0.378191099,27A,10.298,1.198,0.316908964,0.93101344,34.03913955
159P,2,Silt + Clay,sc,0.267504385,3.725119684,0.003392874,0.437434478,10.88580576,30.63901329,3.335303474,2.429593716,0.264480853,picea_ab,3.565622559,0.233816874,0.782681932,0.003192392,7.586206897,fraction.sc,37.46689929,2.842316498,3.043242382,0.230866663,27B,10.377,7.711,0.257185251,0.360097374,71.42102934
159P,2,Sand + Agg,sa,0.130306895,2.506467447,0.00330174,0.410546732,5.539637058,38.2455293,2.118663514,2.295963762,0.127188059,picea_ab,3.565622559,0.233816874,0.782681932,0.003192392,7.586206897,fraction.sa,37.46689929,2.842316498,3.043242382,0.230866663,27B,10.377,2.413,0.051123351,0.360097374,14.19709066
159P,2,POM,pom,1.122362231,20.32392554,0.003119676,0.024786883,41.08527132,49.43212437,20.30932242,2.727313819,1.120524282,picea_ab,3.565622559,0.233816874,0.782681932,0.003192392,7.586206897,fraction.pom,37.46689929,2.842316498,3.043242382,0.230866663,27B,10.377,0.255,0.051788772,0.360097374,14.38188
160L1,1,Silt + Clay,sc,0.38,5.2,0,0.51,11.35,41.8315859,4.747885,3.348017621,0.38,fagus,3.947827154,0.298070073,0.51065314,0.004234238,12.29508197,fraction.sc,28.46633511,3.499959236,2.394099029,0.294356438,19A,10.866,7.296,0.34640569,0.561454185,61.69794413
160L1,1,Sand + Agg,sa,0.09,1.82,0,0.46,3.09,44.47294498,1.374214,2.912621359,0.09,fagus,3.947827154,0.298070073,0.51065314,0.004234238,12.29508197,fraction.sa,28.46633511,3.499959236,2.394099029,0.294356438,19A,10.866,2.678,0.036801451,0.561454185,6.554666771
160L1,1,POM,pom,1.42,27.61,0.02,0.22,53.3,51.60836773,27.50726,2.646641651,1.41066,fagus,3.947827154,0.298070073,0.51065314,0.004234238,12.29508197,fraction.pom,28.46633511,3.499959236,2.394099029,0.294356438,19A,10.866,0.648,0.178247045,0.561454185,31.74738909
160L1,2,Silt + Clay,sc,0.24,3.51,0,0.75,9.81,28.88455657,2.833575,2.44648318,0.24,fagus,2.151362884,0.202278603,0.73178747,0.003361966,6.896551724,fraction.sc,21.31563097,1.470043515,2.887653203,0.199148497,19B,10.765,7.553,0.21401992,0.292031361,73.28662192
160L1,2,Sand + Agg,sa,0.08,1.74,0,0.75,2.21,45.54638009,1.006575,3.619909502,0.08,fagus,2.151362884,0.202278603,0.73178747,0.003361966,6.896551724,fraction.sa,21.31563097,1.470043515,2.887653203,0.199148497,19B,10.765,2.883,0.029019557,0.292031361,9.937137267
160L1,2,POM,pom,1.48,26.36,0,0.59,49.07,53.10681272,26.059513,3.01609945,1.48,fagus,2.151362884,0.202278603,0.73178747,0.003361966,6.896551724,fraction.pom,21.31563097,1.470043515,2.887653203,0.199148497,19B,10.765,0.188,0.048991884,0.292031361,16.77624081
