"site","depth","fraction.name","fraction.code","pct.n.pre.ashing.fraction","pct.c.pre.ashing.fraction","pct.n.post.ashing","pct.c.post.ashing.fraction","pct.mass.loss.fraction","pct.c.in.org.fraction","pct.c.in.whole.fraction","n.in.org.fract","pct.n.in.whole.fraction","species","pct.c.pre.ashing.bulk","pct.n.pre.ashing.bulk","pct.c.post.ashing.bulk","pct.n.post.ashing.bulk","pct.mass.loss.bulk","fraction.id","pct.c.in.org.fraction.bulk","org.c.in.total.bulk","pct.n.in.org.fraction.bulk","pct.n.in.total.bulk","sample","soil.mass.pre.fract","fraction.mass","org.c.mass.fraction","pct.c.in.fraction","org.c.start.mass.bulk","org.c.fraction.mass","soil.mass.sum.fractions","sum.org.c.mass.fraction","inorg.c.mass.frac","inorg.c.mass.bulk","org.c.bulk.wt","lon","lat","soil.ph","bulk.dens","pct.m","litter.pct.n","litter.pct.c","litter.lignin.mg.g","litter.cell.mg.g","litter.hwec.ppm","soil.npoc.mg.L","fractionated","npoc.mg.g","soil.doc.mass.g","code","CUE","turnover.time.days","mass.spec.growth.rate","litter.hwec.mg.g"
"159N","1","Sand + Agg","sa",0.189236388,3.287136174,0.003456246,0.540793351,6.910569106,40.28198949,2.783714721,2.691804183,0.186018988,"acer",5.70823253,0.41054125,0.633078636,0.003583632,10.56338028,"fraction.sa",48.67786884,5.142028398,3.85611575,0.407336171,"22A",10.271,2.378,0.066196736,10.6360951,0.528137737,0.066196736,10.401,0.622378189,0.011971362,0.065023507,0.528137737,5.439925,52.45664,7.191,0.838,55.813,1.39495,55.9265,160.9802,88.33845,1826.5,63.04,"y",0.50432,0.0050432,"C7A3",0.454185253,11.99133579,0.083393545,182.65
"159N","1","POM","pom",1.472652099,27.16791893,0.004430164,0.041446706,53.77906977,50.48202208,27.14876188,2.734529329,1.470604436,"acer",5.70823253,0.41054125,0.633078636,0.003583632,10.56338028,"fraction.pom",48.67786884,5.142028398,3.85611575,0.407336171,"22A",10.271,0.58,0.157462819,25.30018269,0.528137737,0.157462819,10.401,0.622378189,0.000111111,0.065023507,0.528137737,5.439925,52.45664,7.191,0.838,55.813,1.39495,55.9265,160.9802,88.33845,1826.5,63.04,"y",0.50432,0.0050432,"C7A3",0.454185253,11.99133579,0.083393545,182.65
"159P","1","Silt + Clay","sc",0.580704973,7.694960411,0.004467083,0.12709857,18.45238095,41.14002726,7.591314553,3.127304681,0.577062173,"picea",5.233023882,0.381645279,0.477616704,0.004192253,17.6056338,"fraction.sc",27.48832948,4.839494626,2.148125441,0.378191099,"27A",10.298,6.714,0.509680859,54.74473701,0.498371157,0.509680859,10.254,0.93101344,0.006958783,0.049184968,0.498371157,5.441688,52.459554,7.111,0.66,51.137,1.064,56.2102,228.23025,119.61005,1169.5,78.76,"y",0.63008,0.0063008,"D2P3",0.160187115,11.26934311,0.088736317,116.95
"159P","1","Sand + Agg","sa",0.278244842,4.772180652,0.002768583,0.347574368,9.819639279,45.40631999,4.458736833,2.808128853,0.275748124,"picea",5.233023882,0.381645279,0.477616704,0.004192253,17.6056338,"fraction.sa",27.48832948,4.839494626,2.148125441,0.378191099,"27A",10.298,2.342,0.104423617,11.21612344,0.498371157,0.104423617,10.254,0.93101344,0.007340854,0.049184968,0.498371157,5.441688,52.459554,7.111,0.66,51.137,1.064,56.2102,228.23025,119.61005,1169.5,78.76,"y",0.63008,0.0063008,"D2P3",0.160187115,11.26934311,0.088736317,116.95
"159P","1","POM","pom",1.334926968,26.46973378,0.003304776,0.033852497,51.06761566,51.80028205,26.45316895,2.610871577,1.333309862,"picea",5.233023882,0.381645279,0.477616704,0.004192253,17.6056338,"fraction.pom",27.48832948,4.839494626,2.148125441,0.378191099,"27A",10.298,1.198,0.316908964,34.03913955,0.498371157,0.316908964,10.254,0.93101344,0.000198447,0.049184968,0.498371157,5.441688,52.459554,7.111,0.66,51.137,1.064,56.2102,228.23025,119.61005,1169.5,78.76,"y",0.63008,0.0063008,"D2P3",0.160187115,11.26934311,0.088736317,116.95
"160L1","1","Silt + Clay","sc",0.38,5.2,0,0.51,11.35,41.8315859,4.747885,3.348017621,0.38,"fagus",3.947827154,0.298070073,0.51065314,0.004234238,12.29508197,"fraction.sc",28.46633511,3.499959236,2.394099029,0.294356438,"19A",10.866,7.296,0.34640569,61.69794413,0.380305571,0.34640569,10.622,0.561454185,0.03298631,0.05548757,0.380305571,5.438466,52.454868,7.174,0.851,29.032,0.8348,55.8359,204.06715,116.7782,1342,65.6,"y",0.5248,0.005248,"B6F5",0.212514445,10.23891229,0.097666624,134.2
"160L1","1","Sand + Agg","sa",0.09,1.82,0,0.46,3.09,44.47294498,1.374214,2.912621359,0.09,"fagus",3.947827154,0.298070073,0.51065314,0.004234238,12.29508197,"fraction.sa",28.46633511,3.499959236,2.394099029,0.294356438,"19A",10.866,2.678,0.036801451,6.554666771,0.380305571,0.036801451,10.622,0.561454185,0.011938149,0.05548757,0.380305571,5.438466,52.454868,7.174,0.851,29.032,0.8348,55.8359,204.06715,116.7782,1342,65.6,"y",0.5248,0.005248,"B6F5",0.212514445,10.23891229,0.097666624,134.2
"160L1","1","POM","pom",1.42,27.61,0.02,0.22,53.3,51.60836773,27.50726,2.646641651,1.41066,"fagus",3.947827154,0.298070073,0.51065314,0.004234238,12.29508197,"fraction.pom",28.46633511,3.499959236,2.394099029,0.294356438,"19A",10.866,0.648,0.178247045,31.74738909,0.380305571,0.178247045,10.622,0.561454185,0.000665755,0.05548757,0.380305571,5.438466,52.454868,7.174,0.851,29.032,0.8348,55.8359,204.06715,116.7782,1342,65.6,"y",0.5248,0.005248,"B6F5",0.212514445,10.23891229,0.097666624,134.2
"131V2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"populus",6.217858768,0.500645432,0.635445051,0.00412074,14.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27,0.604,67.41,1.3739,54.71905,157.715,112.7992,2016,NA,"n",NA,NA,"B5Po5",0.277101416,22.54166308,0.044362299,201.6
"156Q","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"picea",8.097780592,0.588843268,0.271525518,0.003594438,15.97222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.992,0.697,44.677,1.064,56.2102,228.23025,119.61005,1169.5,NA,"n",NA,NA,NA,NA,NA,NA,116.95
"160D","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"picea",8.225638378,0.551596026,0.487090252,0.004047546,16.78321678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.218,0.471,63.608,1.064,56.2102,228.23025,119.61005,1169.5,NA,"n",NA,NA,NA,NA,NA,NA,116.95
